0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
0.00,0.00
-0.30,-7.50
-0.30,-7.50
-0.30,-7.50
-0.90,-14.99
-0.90,-14.99
-1.50,-14.99
-1.50,-14.99
-1.50,-14.99
-1.50,0.00
-1.50,0.00
-1.50,0.00
-1.50,0.00
-1.50,0.00
-2.10,-14.99
-2.10,-14.99
-2.70,-14.99
-2.70,-14.99
-2.70,-14.99
-3.00,-7.50
-3.00,-7.50
-3.00,-7.50
-3.30,-7.50
-3.30,-7.50
-3.90,-14.99
-3.90,-14.99
-3.90,-14.99
-4.20,-7.50
-4.20,-7.50
-4.20,0.00
-4.20,0.00
-4.20,0.00
-4.50,-7.50
-4.50,-7.50
-4.50,0.00
-4.50,0.00
-4.50,0.00
-4.80,-7.50
-4.80,-7.50
-4.80,-7.50
-4.20,14.99
-4.20,14.99
-3.90,7.50
-3.90,7.50
-3.90,7.50
-3.60,7.50
-3.60,7.50
-3.60,0.00
-3.60,0.00
-3.60,0.00
-3.00,14.99
-3.00,14.99
-2.40,14.99
-2.40,14.99
-2.40,14.99
-1.80,14.99
-1.80,14.99
-1.80,14.99
-1.20,14.99
-1.20,14.99
-0.60,14.99
-0.60,14.99
-0.60,14.99
0.30,22.49
0.30,22.49
1.20,22.49
1.20,22.49
1.20,22.49
1.80,14.99
1.80,14.99
2.40,14.99
2.40,14.99
2.40,14.99
3.00,14.99
3.00,14.99
3.00,14.99
3.90,22.49
3.90,22.49
4.20,7.50
4.20,7.50
4.20,7.50
4.50,7.50
4.50,7.50
4.50,0.00
4.50,0.00
4.50,0.00
4.80,7.50
4.80,7.50
4.80,0.00
4.80,0.00
4.80,0.00
4.80,0.00
4.80,0.00
4.80,0.00
4.20,-14.99
4.20,-14.99
3.90,-7.50
3.90,-7.50
3.90,-7.50
3.60,-7.50
3.60,-7.50
3.00,-14.99
3.00,-14.99
3.00,-14.99
1.80,-29.98
1.80,-29.98
1.20,-14.99
1.20,-14.99
1.20,-14.99
0.00,-29.98
0.00,-29.98
0.00,-29.98
-1.20,-29.98
-1.20,-29.98
-2.10,-22.49
-2.10,-22.49
-2.10,-22.49
-3.00,-22.49
-3.00,-22.49
-4.20,-29.98
-4.20,-29.98
-4.20,-29.98
-5.10,-22.49
-5.10,-22.49
-6.00,-22.49
-6.00,-22.49
-6.00,-22.49
-6.60,-14.99
-6.60,-14.99
-6.60,-14.99
-7.20,-14.99
-7.20,-14.99
-7.80,-14.99
-7.80,-14.99
-7.80,-14.99
-7.80,0.00
-7.80,0.00
-7.80,0.00
-7.80,0.00
-7.80,0.00
-7.80,0.00
-7.80,0.00
-7.20,14.99
-7.20,14.99
-7.20,14.99
-6.60,14.99
-6.60,14.99
-6.60,14.99
-5.70,22.49
-5.70,22.49
-4.80,22.49
-4.80,22.49
-4.80,22.49
-3.60,29.98
-3.60,29.98
-2.40,29.98
-2.40,29.98
-2.40,29.98
-0.90,37.48
-0.90,37.48
0.60,37.48
0.60,37.48
0.60,37.48
1.80,29.98
1.80,29.98
1.80,29.98
3.00,29.98
3.00,29.98
4.50,37.48
4.50,37.48
4.50,37.48
6.00,37.48
6.00,37.48
7.20,29.98
7.20,29.98
7.20,29.98
8.10,22.49
8.10,22.49
9.00,22.49
9.00,22.49
9.00,22.49
9.30,7.50
9.30,7.50
9.30,7.50
9.90,14.99
9.90,14.99
10.20,7.50
10.20,7.50
10.20,7.50
9.90,-7.50
9.90,-7.50
9.60,-7.50
9.60,-7.50
9.60,-7.50
9.00,-14.99
9.00,-14.99
7.80,-29.98
7.80,-29.98
7.80,-29.98
6.60,-29.98
6.60,-29.98
6.60,-29.98
4.80,-44.97
4.80,-44.97
3.30,-37.48
3.30,-37.48
3.30,-37.48
1.50,-44.97
1.50,-44.97
-0.60,-52.47
-0.60,-52.47
-0.60,-52.47
-2.70,-52.47
-2.70,-52.47
-4.80,-52.47
-4.80,-52.47
-4.80,-52.47
-7.20,-59.96
-7.20,-59.96
-7.20,-59.96
-8.70,-37.48
-8.70,-37.48
-10.20,-37.48
-10.20,-37.48
-10.20,-37.48
-11.40,-29.98
-11.40,-29.98
-12.60,-29.98
-12.60,-29.98
-12.60,-29.98
-13.80,-29.98
-13.80,-29.98
-14.10,-7.50
-14.10,-7.50
-14.10,-7.50
-14.10,0.00
-14.10,0.00
-14.10,0.00
-14.10,0.00
-14.10,0.00
-13.50,14.99
-13.50,14.99
-13.50,14.99
-12.30,29.98
-12.30,29.98
-11.10,29.98
-11.10,29.98
-11.10,29.98
-9.30,44.97
-9.30,44.97
-7.50,44.97
-7.50,44.97
-7.50,44.97
-5.10,59.96
-5.10,59.96
-2.40,67.46
-2.40,67.46
-2.40,67.46
0.30,67.46
0.30,67.46
0.30,67.46
3.30,74.95
3.30,74.95
6.00,67.46
6.00,67.46
6.00,67.46
8.70,67.46
8.70,67.46
10.80,52.47
10.80,52.47
10.80,52.47
12.90,52.47
12.90,52.47
14.70,44.97
14.70,44.97
14.70,44.97
16.50,44.97
16.50,44.97
16.50,44.97
17.70,29.98
17.70,29.98
18.90,29.98
18.90,29.98
18.90,29.98
19.50,14.99
19.50,14.99
19.50,0.00
19.50,0.00
19.50,0.00
19.20,-7.50
19.20,-7.50
18.60,-14.99
18.60,-14.99
18.60,-14.99
16.80,-44.97
16.80,-44.97
16.80,-44.97
15.00,-44.97
15.00,-44.97
12.60,-59.96
12.60,-59.96
12.60,-59.96
9.90,-67.46
9.90,-67.46
6.60,-82.45
6.60,-82.45
6.60,-82.45
3.00,-89.95
3.00,-89.95
-0.90,-97.44
-0.90,-97.44
-0.90,-97.44
-4.50,-89.95
-4.50,-89.95
-8.10,-89.95
-8.10,-89.95
-8.10,-89.95
-11.40,-82.45
-11.40,-82.45
-11.40,-82.45
-14.70,-82.45
-14.70,-82.45
-16.80,-52.47
-16.80,-52.47
-16.80,-52.47
-18.30,-37.48
-18.30,-37.48
-19.20,-22.49
-19.20,-22.49
-19.20,-22.49
-20.40,-29.98
-20.40,-29.98
-21.60,-29.98
-21.60,-29.98
-21.60,-29.98
-21.60,0.00
-21.60,0.00
-21.00,14.99
-21.00,14.99
-21.00,14.99
-20.10,22.49
-20.10,22.49
-20.10,22.49
-18.60,37.48
-18.60,37.48
-15.60,74.95
-15.60,74.95
-15.60,74.95
-12.60,74.95
-12.60,74.95
-9.00,89.95
-9.00,89.95
-9.00,89.95
-4.80,104.94
-4.80,104.94
-0.60,104.94
-0.60,104.94
-0.60,104.94
4.20,119.93
4.20,119.93
4.20,119.93
8.40,104.94
8.40,104.94
